_id,name,author,translator,artist,editor,publishing,year,series,collection,genre,weight,dimensions.length,dimensions.width,dimensions.height,rating,price,link
983528,Приключения Электроника,Велтистов Евгений Серафимович,,Мигунов Евгений,,Азбука,2023,Детская библиотека. Большие книги,,Повести и рассказы о детях,780,217,145,34,10,855,https://www.labirint.ru/books/983528/
850426,Трилогия Нэнси Фармер. Комплект из 3 книг,Фармер Нэнси,Лихачева Светлана Борисовна,Бабич Григорий,,Волчок,2022,Комплекты,,,2890,221,157,115,10,2448,https://www.labirint.ru/books/850426/
527998,Древние тайны. Пашка-троглотит,Булычев Кир,,Мигунов Евгений Тихонович,,Альфа-книга,2021,Большая иллюстрированная серия,,,548,242,173,17,9.2,497,https://www.labirint.ru/books/527998/
975863,Империя превыше всего. Череп на рукаве. Череп в небесах,Перумов Ник Даниилович,,Захаров Сергей,,Феникс,2024,Империя превыше всего,,Современная отечественная проза,1176,245,180,40,9.86,1395,https://www.labirint.ru/books/975863/
482931,Сто лет тому вперед. Пленники астероида,Булычев Кир,,Мигунов Евгений Тихонович,Басова Е. Г.,Альфа-книга,2020,Большая иллюстрированная серия,,,644,243,173,20,8.84,547,https://www.labirint.ru/books/482931/
870635,Мадам Артишок спасает Париж,Кингфишер Руперт,Полещук Юлия,Гантимурова Анна,Ким Елена Николаевна,Лабиринт,2023,Детская художественная литература,,,360,225,184,13,8.33,560,https://www.labirint.ru/books/870635/
610958,Задача трех тел,Лю Цысинь,Глушкова О.,,,Fanzon,2024,Sci-Fi Universe. Лучшая новая НФ,,Современная зарубежная проза,532,218,146,30,8.94,880,https://www.labirint.ru/books/610958/
999224,Конец эфира,Шарапова Арина Аяновна,,,,Вече,2024,Новая библиотека приключений и научной фантастики,,Современная отечественная проза,492,207,135,27,7,573,https://www.labirint.ru/books/999224/
529471,Гарри Поттер и Философский камень (с цветными иллюстрациями),Роулинг Джоан Кэтлин,Спивак Маша,Кей Джим,,Махаон,2022,Гарри Поттер,,,1304,275,235,27,4.77,2323,https://www.labirint.ru/books/529471/
1007749,Спящие красавицы,"Кинг Стивен, Кинг Оуэн",Вебер В. А.,,,АСТ,2024,Кинг: книжная полка,,Современная зарубежная проза,790,218,147,33,10,1250,https://www.labirint.ru/books/1007749/
766218,Продавец троллей,Якобсен Бент,Стреблова Инна Павловна,Челак Вадим,Урбанович Галина,Лабиринт,2020,Детская художественная литература,Клуб любителей приключений,,1256,282,225,19,9.01,1216,https://www.labirint.ru/books/766218/
1006556,Гай-до. Конец Атлантиды. Приключения Алисы,Булычев Кир,,Мигунов Евгений Тихонович,,Азбука,2024,Детская библиотека. Большие книги,,,958,220,150,42,10,963,https://www.labirint.ru/books/1006556/
850430,Даша и приключения во времени. Комплект из 4 книг,Гурова Анна Евгеньевна,,Ходыревская Анна,,Качели,2022,Комплекты,,Приключения. Детективы,1534,241,198,42,7.81,1424,https://www.labirint.ru/books/850430/
896623,Мила Рудик и руины Харакса,Вольских Алека Альбертовна,,,,Качели,2024,Мила Рудик,,,648,206,131,35,10,641,https://www.labirint.ru/books/896623/
870637,Мадам Артишок и лавка заколдованных сладостей,Кингфишер Руперт,Полещук Юлия,Гантимурова Анна,Корнеенко Юлия,Лабиринт,2023,Детская художественная литература,,,358,225,184,13,10,560,https://www.labirint.ru/books/870637/
1006542,Галактическая одиссея,Снегов Сергей Александрович,,,,Азбука,2024,Фантастика и фэнтези. Большие книги,,Современная отечественная проза,718,216,145,31,10,880,https://www.labirint.ru/books/1006542/
843226,Заповедник сказок,Булычев Кир,,Мигунов Евгений Тихонович,Смышляева Александра,Лабиринт,2022,Детская художественная литература,Иллюстрированная библиотека фантастики и приключений,,836,223,170,28,9.44,701,https://www.labirint.ru/books/843226/
780431,Оранжевый портрет с крапинками,Крапивин Владислав Петрович,,Стерлигова Евгения Ивановна,Хелемендик Анна,Лабиринт,2020,Детская художественная литература,"Лучшие книги Крапивина, Иллюстрированная библиотека фантастики и приключений",,428,224,170,15,9.69,350,https://www.labirint.ru/books/780431/
